project,desc,knowledge
sklearn,".. _sgd:
 
 ===========================
 Stochastic Gradient Descent
 ===========================
 
 .. currentmodule:: sklearn.linear_model
 
 **Stochastic Gradient Descent (SGD)** is a simple yet very efficient
 approach to discriminative learning of linear classifiers under
 convex loss functions such as (linear) `Support Vector Machines
 <https://en.wikipedia.org/wiki/Support_vector_machine>`_ and `Logistic
 Regression <https://en.wikipedia.org/wiki/Logistic_regression>`_.",Concept
sklearn,"The advantages of Stochastic Gradient Descent are:
 
     + Efficiency.",Concept
sklearn,"The first two loss functions are lazy, they only update the model
 parameters if an example violates the margin constraint, which makes
 training very efficient and may result in sparser models, even when L2 penalty
 is used.",Functionality & Behavior
sklearn,"When using ASGD
 the learning rate can be larger and even constant leading on some
 datasets to a speed up in training time.",Functionality & Behavior
sklearn,"For maximum efficiency, however, use the CSR
 matrix format as defined in `scipy.sparse.csr_matrix
 <https://docs.scipy.org/doc/scipy/reference/generated/scipy.sparse.csr_matrix.html>`_.",Usage Practice
sklearn,".. topic:: Examples:
 
  - :ref:`sphx_glr_auto_examples_text_plot_document_classification_20newsgroups.py`
 
 Complexity
 ==========
 
 The major advantage of SGD is its efficiency, which is basically
 linear in the number of training examples.",Concept
sklearn,"For optimal performance, use C-ordered ``numpy.ndarray`` (dense) or
 ``scipy.sparse.csr_matrix`` (sparse) with ``dtype=float64``.",Usage Practice
sklearn,"Needless to say, the cross-validation involved in Platt scaling
 is an expensive operation for large datasets.",Performance Attribute
sklearn,":class:`LinearSVR` 
 provides a faster implementation than :class:`SVR` but only considers
 linear kernels, while :class:`NuSVR` implements a slightly different
 formulation than :class:`SVR` and :class:`LinearSVR`.",Comparison w/ Alternatives
sklearn,"Also note that for the linear case, the algorithm used in
 :class:`LinearSVC` by the `liblinear`_ implementation is much more
 efficient than its `libsvm`_-based :class:`SVC` counterpart and can
 scale almost linearly to millions of samples and/or features.","Comparison w/ Alternatives,Implementation Details"
sklearn,Proper choice of ``C`` and ``gamma`` is critical to the SVM's performance.,Usage Practice
sklearn,"Scikit-learn offers a more efficient implementation for the construction of
 decision trees.",Implementation Details
sklearn,"By default it is turned on for gradient boosting,
 where in general it makes training faster, but turned off for all other algorithms as
 it tends to slow down training when training deep trees.",Purpose & Rationale
sklearn,"Training time can be orders of magnitude faster for a sparse
     matrix input compared to a dense matrix when features have zero values in
     most of the samples.",Usage Practice
sklearn,":issue:`10463`
 
 :mod:`sklearn.pipeline`
 
 * Performance issues with `Pipeline.memory`
 * see ""Everything in Scikit-learn should conform to our API contract"" above",Purpose & Rationale
sklearn,"Therefore, the nearest neighbor decision rule will be efficient as soon as
 :math:`1/n` is small compared to the scale of between-class feature variations.",Concept
sklearn,"For instance the ``Lasso`` object in scikit-learn
     solves the lasso regression problem using a
     `coordinate descent <https://en.wikipedia.org/wiki/Coordinate_descent>`_ method,
     that is efficient on large datasets.",Functionality & Behavior
sklearn,"However, scikit-learn also
     provides the :class:`LassoLars` object using the *LARS* algorithm,
     which is very efficient for problems in which the weight vector estimated
     is very sparse (i.e.",Usage Practice
sklearn,"When
     the number of clusters is large, it is much more computationally efficient
     than k-means.",Comparison w/ Alternatives
sklearn,"For estimating large numbers of clusters, this approach is both slow (due
     to all observations starting as one cluster, which it splits recursively)
     and statistically ill-posed.",Performance Attribute
sklearn,"For speed and space efficiency reasons ``scikit-learn`` loads the
 target attribute as an array of integers that corresponds to the
 index of the category name in the ``target_names`` list.",Purpose & Rationale
sklearn,"These two steps can be combined to achieve the same end result faster
 by skipping redundant processing.","Usage Practice,Comparison w/ Alternatives"
sklearn,"Let's see if we can do better with a
 linear :ref:`support vector machine (SVM) <svm>`,
 which is widely regarded as one of
 the best text classification algorithms (although it's also a bit slower
 than na闁肩厧鈧骏 Bayes).",Comparison w/ Alternatives
sklearn,"We try out all classifiers
 on either words or bigrams, with or without idf, and with a penalty
 parameter of either 0.01 or 0.001 for the linear SVM::
 
   >>> from sklearn.model_selection import GridSearchCV
   >>> parameters = {
   ...     'vect__ngram_range': [(1, 1), (1, 2)],
   ...     'tfidf__use_idf': (True, False),
   ...     'clf__alpha': (1e-2, 1e-3),
   ... }
 
 
 Obviously, such an exhaustive search can be expensive.",Usage Practice
sklearn,"* Have a look at the :ref:`Hashing Vectorizer <hashing_vectorizer>`
   as a memory efficient alternative to :class:`CountVectorizer`.",Comparison w/ Alternatives
tensorflow,Note: In real applications batching is essential for performance.,Purpose & Rationale
tensorflow,"If making decisions at the individual _example_ level, you must index and batch the examples to maintain performance while applying the control flow logic.",Directives
tensorflow,"This will cause the intermediate tensors and runtime graphs to be dumped to a
 shared storage location of your choice when the `Session.run()` call occurs
 (at the cost of slower performance).",Usage Practice
tensorflow,* Provide good performance out of the box.,Purpose & Rationale
tensorflow,Efficient all-reduce algorithms are used to communicate the variable updates across the devices.,Implementation Details
tensorflow,It鈥檚 a fused algorithm that is very efficient and can reduce the overhead of synchronization significantly.,Implementation Details
tensorflow,It also implements additional performance optimizations.,Implementation Details
tensorflow,TPUs are Google's specialized ASICs designed to dramatically accelerate machine learning workloads.,Concept
tensorflow,"TPUs provide their own implementation of efficient all-reduce and other collective operations across multiple TPU cores, which are used in `TPUStrategy`.",Implementation Details
tensorflow,Each epoch will then train faster as you add more GPUs.,"Usage Practice, Environment"
tensorflow,"Performance improvements are ongoing, but please
[file a bug](https://github.com/tensorflow/tensorflow/issues) if you find a
problem and share your benchmarks.",Misc
tensorflow,"`tf.GradientTape` is an opt-in feature to provide maximal performance when
not tracing.",Functionality & Behavior
tensorflow,"The implementation below reuses the value for `tf.exp(x)` that is
computed during the forward pass鈥攎aking it more efficient by eliminating
redundant calculations:",Usage Practice
tensorflow,"### Benchmarks

For compute-heavy models, such as
[ResNet50](https://github.com/tensorflow/tensorflow/tree/master/tensorflow/contrib/eager/python/examples/resnet50)
training on a GPU, eager execution performance is comparable to graph execution.",Comparison w/ Alternatives
tensorflow,"## Work with graphs

While eager execution makes development and debugging more interactive,
TensorFlow graph execution has advantages for distributed training, performance
optimizations, and production deployment.",Comparison w/ Alternatives
tensorflow,It's faster and easier.,Usage Practice
tensorflow,"This
gives you eager's interactive experimentation and debuggability with the
distributed performance benefits of graph execution.",Usage Practice
tensorflow,"If your program creates a large number
   of unconnected subgraphs, it may be more efficient to use a different
   `tf.Graph` to build each subgraph, so that unrelated state can be garbage
   collected.",Usage Practice
tensorflow,"* [Data input pipeline](./performance/datasets.md) describes the `tf.data` API
   for building efficient data input pipelines for TensorFlow.",Ref
tensorflow,"It's used for
fast prototyping, advanced research, and production, with three key advantages:

- *User friendly*<br>
  Keras has a simple, consistent interface optimized for common use cases.",Functionality & Behavior
tensorflow,"`tf.keras` makes TensorFlow easier to use without sacrificing flexibility and
performance.",Functionality & Behavior
tensorflow,"The
 `tf.data` API helps to build flexible and efficient input pipelines.",Functionality & Behavior
tensorflow,"For instance, if the machine executing the example above had 4 cores, it
 would have been more efficient to set `num_parallel_calls=4`.",Usage Practice
tensorflow,"On the other hand,
 setting `num_parallel_calls` to a value much greater than the number of
 available CPUs can lead to inefficient scheduling, resulting in a slowdown.","Performance Attribute,Usage Practice"
tensorflow,"As an alternative to prefetching
 (which may be ineffective in some cases), the `parallel_interleave`
 transformation also provides an option that can boost performance at the expense
 of ordering guarantees.",Functionality & Behavior
tensorflow,"Although many of these transformations are commutative,
 the ordering of certain transformations has performance implications.",Performance Attribute
tensorflow,"If the user-defined function passed into the `map`
 transformation is expensive, apply the cache transformation after the map
 transformation as long as the resulting dataset can still fit into memory or
 local storage.",Usage Practice
tensorflow,"In general, we recommend choosing the order that
 results in lower memory footprint, unless different ordering is desirable for
 performance (for example, to enable fusing of the map and batch transformations).",Usage Practice
tensorflow,"On the other hand, if the `shuffle`
 transformation is applied before the repeat transformation, then performance
 might slow down at the beginning of each epoch related to initialization of the
 internal state of the `shuffle` transformation.","Usage Practice,Implementation Details,Performance Attribute"
tensorflow,"In other words, the former
 (`repeat` before `shuffle`) provides better performance, while the latter
 (`shuffle` before `repeat`) provides stronger ordering guarantees.",Performance Attribute
tensorflow,"When possible, we recommend using the fused
 `tf.data.experimental.shuffle_and_repeat` transformation, which combines the best of
 both worlds (good performance and strong ordering guarantees).","Comparison w/ Alternatives,Usage Practice"
tensorflow,"The `tf.data` API is
 designed with flexibility, ease of use, and performance in mind.",Purpose & Rationale
tensorflow,"For using and
 maximizing performance with the `tf.data` API, see the
 [data input pipeline](datasets.md) guide.",Ref
tensorflow,"While feeding data using a `feed_dict` offers a high level of flexibility, in
 general, `feed_dict` does not provide a scalable solution.",Usage Practice
tensorflow,"```python
 # feed_dict often results in suboptimal performance.",Performance Attribute
tensorflow,"There
 shouldn't generally be a performance difference at runtime, but large unroll
 amounts can increase the graph size of the `tf.nn.static_rnn` and cause long
 compile times.",Comparison w/ Alternatives
tensorflow,"Depending on the model and hardware configuration, this can come at
 a performance cost.",Environment
tensorflow,"It is often at
 least an order of magnitude faster than `tf.contrib.rnn.BasicLSTMCell` and
 `tf.contrib.rnn.LSTMBlockCell` and uses 3-4x less memory than
 `tf.contrib.rnn.BasicLSTMCell`.",Comparison w/ Alternatives
tensorflow,"Running one step of the RNN at a time and
 returning to Python is possible, but it will be slower.",Usage Practice
tensorflow,"On CPUs, mobile devices, and if `tf.contrib.cudnn_rnn` is not available on
 your GPU, the fastest and most memory efficient option is
 `tf.contrib.rnn.LSTMBlockFusedCell`.",Comparison w/ Alternatives
tensorflow,"For all of the less common cell types like `tf.contrib.rnn.NASCell`,
 `tf.contrib.rnn.PhasedLSTMCell`, `tf.contrib.rnn.UGRNNCell`,
 `tf.contrib.rnn.GLSTMCell`, `tf.contrib.rnn.Conv1DLSTMCell`,
 `tf.contrib.rnn.Conv2DLSTMCell`, `tf.contrib.rnn.LayerNormBasicLSTMCell`,
 etc., be aware that they are implemented in the graph like
 `tf.contrib.rnn.BasicLSTMCell` and will suffer from the same poor
 performance and high memory usage.","Implementation Details, Performance Attribute"
tensorflow,"Internally, `RaggedTensor` uses these additional schemes to improve
efficiency in some contexts.",Implementation Details
tensorflow,"Some of the advantages and disadvantages of the different row-partitioning
schemes are:

+ **Efficient indexing**:
    The `row_splits`, `row_starts`, and `row_limits` schemes all enable
    constant-time indexing into ragged tensors.",Functionality & Behavior
tensorflow,"+ **Small encoding size**:
    The `value_rowids` scheme is more efficient when storing ragged tensors that
    have a large number of empty rows, since the size of the tensor depends only
    on the total number of values.",Usage Practice
tensorflow,"On the other hand, the other four encodings
    are more efficient when storing ragged tensors with longer rows, since they
    require only one scalar value for each row.",Usage Practice
tensorflow,"+ **Efficient concatenation**:
   The `row_lengths` scheme is more efficient when concatenating ragged
    tensors, since row lengths do not change when two tensors are concatenated
   together (but row splits and row indices do).",Usage Practice
tensorflow,"## Datasets
 
 Efficient use of the `tf.data.Dataset` API is critical when using a Cloud
 TPU, as it is impossible to use the Cloud TPU's unless you can feed it data
 quickly enough.",Usage Practice
tensorflow,See [Input Pipeline Performance Guide](../performance/datasets_performance.md) for details on dataset performance.,Ref
tensorflow,"To represent weights in a model, for example, it's often convenient and efficient to use TensorFlow variables.","Usage Practice, Functionality & Behavior"
tensorflow,"For Variables representing embeddings TensorFlow will do sparse updates by default, which are more computation and memory efficient.",Implementation Details
tensorflow,These conversions are typically cheap as the array and Tensor share the underlying memory representation if possible.,Implementation Details
tensorflow,"We recommend using the `Dataset`s API for building performant, complex input pipelines from simple, re-usable pieces that will feed your model's training or evaluation loops.",Usage Practice
tensorflow,"For performance reasons, when your data fits in memory, it is recommended to use the `boosted_trees_classifier_train_in_memory` function.",Usage Practice
tensorflow,"For performance reasons, when your data fits in memory, we recommend use the `boosted_trees_classifier_train_in_memory` function.",Usage Practice
tensorflow,"`tf.losses.sparse_softmax_cross_entropy`, calculates the softmax crossentropy
(aka: categorical crossentropy, negative log-likelihood) from these two inputs
in an efficient, numerically stable way.",Functionality & Behavior
tensorflow,Training CNNs is computationally intensive.,Performance Attribute
tensorflow,Estimators are TensorFlow's most scalable and production-oriented model type.,Performance Attribute
tensorflow,But this approach has severly-limited scalability.,Performance Attribute
tensorflow,"However, it makes the network more computationally expensive and may lead to learning unwanted patterns鈥攑atterns that improve performance on training data but not on the test data.",Usage Practice
tensorflow,For an in depth guide see [Input Pipeline Performance](https://www.tensorflow.org/guide/performance/datasets).,Ref
tensorflow,This is especially performant if the dataq fits in memory.,Performance Attribute
tensorflow,Note how much faster it is the second time:,Performance Attribute
tensorflow,"By packing multiple examples into the same file, TensorFlow is able to read multiple examples at once, which is especially important for performance when using a remote storage service such as GCS.","Purpose & Rationale, Environment"
tensorflow,This is slower than the `cache` version because we have not cached the preprocessing.,Usage Practice
tensorflow,"With the preprocessing cached, data can be loaded from the TFrecord file quite efficiently.",Usage Practice
tensorflow,See [Data Input Pipeline Performance](https://www.tensorflow.org/guide/performance/datasets) for dataset performance tips.,Ref
tensorflow,Using `TFRecordDataset`s can be useful for standardizing input data and optimizing performance.,Functionality & Behavior
